Data_dt,Data,Product,Sku,Sensation_Posizione,Sensation_Prezzo,Comp_rank_1,Comp_1_Prezzo,Comp_rank_2,Comp_3_prezzo,Comp_rank_4,Comp_4_prezzo,Comp_rank_5,Comp_5_prezzo
17/01/2026,17/01/2026,Sisley Izia Eau de Parfum 30ml,112143,9,"€ 79,56",Profumo Mania,"€ 63,90",Casa del Profumo,"63,95",Parfumdreams,"71,4",Profumeria Lauda,"76,5"
17/01/2026,17/01/2026,Sisley L'Eau Rêvée d'Eliya Eau de Toilette 50ml,145693,8,"€ 76,05",Profumo Mania,"€ 61,20",Parfumdreams,"67,9",Marionnaud,"71,4",Amoretti Profumi,"73,13"
17/01/2026,17/01/2026,Sisley L'Eau Rêvée d'Ikar Eau de Toilette 50ml,145695,9,"€ 76,05",Casa del Profumo,"€ 49,45",Profumo Mania,"55,8",Redcare,"65,91",Parfumdreams,"67,9"
17/01/2026,17/01/2026,Sisley Maschera Contorno Occhi 30ml,109322,6,"€ 106,47",Amoretti Profumi,"€ 102,38",Profumeria Lauda,"102,75",Profumeria Ideale,"102,82",Parfumdreams,"102,9"
17/01/2026,17/01/2026,Sisley Sisleya L'Integral Anti-Age Cream 50ml,153611,9,"€ 379,08",Parfumdreams,"€ 341,60",Profumeria Lauda,"364,5",Amoretti Profumi,"364,51",Amoretti Profumi,"364,51"
17/01/2026,17/01/2026,Tom Ford Black Orchid Parfum 50ml,164319,20,"€ 132,75",Casa del Profumo,"€ 95,95",My Beauty Self,"96,85",Jasmine Parfums,"98,9",Brasty,"110,51"
17/01/2026,17/01/2026,Tom Ford Costa Azzurra Parfum 100ml,136052,8,"€ 185,25",Profumerie Mallardo,"€ 170,50",Sabbioni,"172,9",Brasty,"173,48",Parfumdreams,"174,7"
17/01/2026,17/01/2026,Tom Ford Neroli Portofino Deodorante Spray 150ml,146612,2,"€ 59,25",eCharme,"€ 56,88",Sensation Profumerie,"59,25",Amoretti Profumi,"59,25",Profumerie Mallardo,63
17/01/2026,17/01/2026,Tom Ford Soleil Blanc Eau de Parfum 50ml,146616,4,"€ 198,00",Casa del Profumo,"€ 170,95",Bontempo Profumi,"182,9",Brasty,"188,91",eCharme,198
17/01/2026,17/01/2026,Trussardi Pure Jasmine Eau de Parfum 30ml,138656,6,"€ 32,90",Casa del Profumo,"€ 21,95",Fragranzia,23,Flaconi,"26,99",Parfumdreams,"30,41"
17/01/2026,17/01/2026,Versace Bright Crystal Absolu Eau de Parfum 30ml,100289,5,"€ 58,80",Notino,"€ 46,80",Profumeria Ideale,"47,78",Redcare,"57,27",Sensation Profumerie,"58,8"
17/01/2026,17/01/2026,Versace Dylan Blue Pour Homme Eau de Toilette 100ml,109914,14,"€ 76,65",Parfimo,"€ 51,00",Brasty,"53,14",Bontempo Profumi,"63,03",Parfumdreams,"66,2"
17/01/2026,17/01/2026,Versace Dylan Blue Pour Homme Eau de Toilette 50ml,109913,15,"€ 61,60",Parfimo,"€ 42,15",Notino,"42,3",Jasmine Parfums,"48,9",Parfumdreams,"50,43"
17/01/2026,17/01/2026,Versace Eros Flame Eau de Parfum 100ml,122306,14,"€ 88,90",Brasty,"€ 60,45",Parfimo,"62,85",My Beauty Self,65,Bontempo Profumi,"78,4"
17/01/2026,17/01/2026,Versace Eros Pour Femme Deodorante Spray 50ml,109925,2,"€ 38,50",Amoretti Profumi,"€ 38,14",Sensation Profumerie,"38,5",Ditano,"38,5",Redcare,"56,22"
17/01/2026,17/01/2026,Viktor & Rolf Flowerbomb Ruby Orchid Eau de Parfum 50ml,160505,2,"€ 73,20",Parfumdreams,"€ 68,81",Sensation Profumerie,"73,2",Brasty,"73,67",Amazon,"73,99"
18/01/2026,17/01/2026,Yves Saint Laurent All Hours Fondotinta Liquido DN5,138998,8,"€ 41,47",Flaconi,"€ 29,59",Parfumdreams,"38,32",Profumerie Mallardo,40,Flaconi,"40,64"
18/01/2026,18/01/2026,Azzaro Chrome Eau de Parfum 100ml,158566,6,"€ 62,08",Profumo Mania,"€ 56,40",ProfumeriaWeb,"57,79",Notino,"58,88",Parfumdreams,"59,91"
18/01/2026,18/01/2026,Bulgari Omnia Coral Eau de Toilette 100ml,159630,6,"€ 116,82",My Beauty Self,"€ 104,00",Flaconi,"104,4",eCharme,"113,43",Amazon,"115,1"
18/01/2026,18/01/2026,Burberry For Women Eau de Parfum 100ml,126474,16,"€ 69,90",Notino,"€ 31,60",Profumo Mania,"34,31",Casa del Profumo,"35,45",Profumeria Mancino,40
18/01/2026,18/01/2026,Burberry Goddess Lozione Corpo 200ml,148390,9,"€ 41,60",Flaconi,"€ 29,65",Parfumdreams,"32,95",Notino,"33,9",Amazon,"33,9"
18/01/2026,18/01/2026,Burberry Goddess Parfum For Her 50ml,164173,7,"€ 84,50",Profumerie Cirrottola,"€ 74,60",Sabbioni,"75,4",Flaconi,"76,04",Ideabellezza,77
18/01/2026,18/01/2026,Burberry Hero Eau de Parfum 150ml,140630,9,"€ 107,90",Flaconi,"€ 80,10",Casa del Profumo,"87,95",Profumerie Sergnese,"94,25",Profumerie Cirrottola,"95,26"
18/01/2026,18/01/2026,Burberry My Burberry Black Parfum 50ml,133671,9,"€ 76,70",Casa del Profumo,"€ 42,95",Flaconi,"54,67",Amazon,"57,84",Notino,"65,2"
18/01/2026,18/01/2026,Burberry My Burberry Blush Eau de Parfum 50ml,135560,9,"€ 76,70",Casa del Profumo,"€ 38,45",Flaconi,"54,67",Parfumdreams,"60,74",Notino,64
18/01/2026,18/01/2026,Burberry My Burberry Eau de Parfum 50ml,128082,13,"€ 76,70",Casa del Profumo,"€ 43,95",Flaconi,"53,82",Amazon,"57,49",Notino,"59,8"
18/01/2026,18/01/2026,Calvin Klein CK Everyone Eau de Toilette 50ml,128724,10,"€ 29,90",Ditano,"€ 20,83",Bontempo Profumi,"22,86",Redcare,"23,71",Notino,"25,28"
18/01/2026,18/01/2026,Calvin Klein CK One Eau de Toilette 50ml,137796,12,"€ 26,90",Parfimo,"€ 13,97",Farmasave,"14,95",My Beauty Self,"18,53",Jasmine Parfums,"18,99"
18/01/2026,18/01/2026,Chanel Chance Hair Mist 35ml,101315,1,"€ 59,50",Sensation Profumerie,"€ 59,50",Pinalli,70,Casa del Profumo,"77,95",-,-
18/01/2026,18/01/2026,Chanel Gabrielle Eau de Parfum 50ml,115393,2,"€ 96,38",Profumerie Mallardo,"€ 94,50",Sensation Profumerie,"96,38",Sabbioni,"103,74",Profumo Mania,110
18/01/2026,18/01/2026,Chanel Gabrielle Essence Eau de Parfum 50ml,126536,3,"€ 99,54",eBay,"€ 84,90",Profumerie Mallardo,"97,5",Sensation Profumerie,"99,54",Sabbioni,"107,13"
18/01/2026,18/01/2026,Chanel Gabrielle Hair & Body Mists 40ml,126538,2,"€ 55,30",Profumerie Mallardo,"€ 54,00",Sensation Profumerie,"55,3",Marionnaud,"55,93",Sabbioni,"59,51"
18/01/2026,18/01/2026,Chanel Les 4 Ombres Ombretti 229 Boutons Stellaire,164106,2,"€ 68,06",Profumerie Mallardo,"€ 62,00",Sensation Profumerie,"68,06",Sabbioni,"69,73",Marionnaud,86
18/01/2026,18/01/2026,Chanel Rouge Allure Velvet Rossetto 58 Rouge Vie,108864,2,"€ 41,50",Fragranzia,"€ 39,90",Sensation Profumerie,"41,5",Pinalli,50,-,-
18/01/2026,18/01/2026,Chloé Le Parfum 100ml,164165,7,"€ 106,47",Flaconi,"€ 82,79",Parfumdreams,"101,4",Sabbioni,"101,4",Profumerie Cirrottola,"102,08"
18/01/2026,18/01/2026,Clarins Everlasting Youth Fluid Fondotinta 112 Amber,126369,1,"€ 38,19",Sensation Profumerie,"€ 38,19",Bontempo Profumi,"39,56",Profumeria Dragone,"39,9",Ditano,"41,04"
18/01/2026,18/01/2026,Clarins Everlasting Youth Fluid Fondotinta 113 Chestnut,126370,2,"€ 38,19",Bontempo Profumi,"€ 35,17",Sensation Profumerie,"38,19",Profumeria Dragone,"38,5",Amoretti Profumi,"39,9"
18/01/2026,18/01/2026,Clinique Pop Plush Creamy Lip Gloss Lucidalabbra 07 Air Kiss,139363,5,"€ 20,06",Redcare,"€ 18,69",Profumerie Cirrottola,"19,24",Rizzi Profumerie,"19,76",Ideabellezza,"19,9"
18/01/2026,18/01/2026,Collistar Attivi Puri Collagene + Acido Ialuronico Seno 50ml,101673,6,"€ 28,20",Farmasave,"€ 20,22",Cose Belle Shop,"23,5",Sabbioni,"23,5",Profumerie Cirrottola,"24,99"
18/01/2026,18/01/2026,Collistar Attivi Puri Hair Siero Collagene Ridensificante Effetto Laminazione 100ml,149696,3,"€ 18,00",Profumerie Cirrottola,"€ 16,26",Sabbioni,18,Sensation Profumerie,18,Parfumdreams,"18,93"
18/01/2026,18/01/2026,Collistar Attivi Puri Lozione Acido Salicilico + Niacinamide 100ml,140384,5,"€ 12,00",Notino,"€ 9,60",Profumeria Lady,10,Casa del Profumo,"10,45",Profumerie Cirrottola,"10,64"
18/01/2026,18/01/2026,Collistar Base Levigante 30ml,149704,3,"€ 18,60",Profumerie Cirrottola,"€ 17,49",Bontempo Profumi,"18,53",Sabbioni,"18,6",Sensation Profumerie,"18,6"
18/01/2026,18/01/2026,Collistar Crio-Gel Anticellulite 400ml,158508,5,"€ 36,00",Cose Belle Shop,"€ 30,00",Profumeria Lady,30,Profumo Mania,"33,84",Profumerie Cirrottola,"34,3"
18/01/2026,18/01/2026,Collistar Impeccabile Waterproof Mascara 12ml,147500,5,"€ 19,20",Profumerie Cirrottola,"€ 18,52",Bontempo Profumi,"18,53",Ideabellezza,"18,8",ProfumeriaWeb,"19,05"
18/01/2026,18/01/2026,Collistar Lift HD Corpo Crema Ultra Liftante Antietà 400ml,135791,4,"€ 36,00",Casa del Profumo,"€ 24,61",Profumerie Cirrottola,"34,3",Notino,"35,2",Sensation Profumerie,36
18/01/2026,18/01/2026,Collistar Oleocrema Rivitalizzante,123041,6,"€ 18,00",Marconifarma,"€ 14,90",Profumeria Lady,15,Cose Belle Shop,15,Profumerie Cirrottola,"17,15"
18/01/2026,18/01/2026,Collistar Rossetto Puro Refill 101 Blooming Almond,137289,2,"€ 15,00",Bontempo Profumi,"€ 14,98",Sensation Profumerie,15,Ditano,"15,93",Profumerie Cirrottola,"16,29"
18/01/2026,18/01/2026,Collistar Terra Abbronzante Effetto Seta Refill 2.2 Ipanema Matte,135801,4,"€ 21,00",Marisa Profumerie,"€ 18,50",Profumerie Cirrottola,"18,6",ProfumeriaWeb,"18,95",Sensation Profumerie,21
18/01/2026,18/01/2026,Collistar Uomo Idratante Protettivo Quotidiano 80ml,131888,8,"€ 27,00",Profumerie Cirrottola,"€ 23,98",Ideabellezza,"24,4",Monook,"25,35",Bontempo Profumi,"25,91"
18/01/2026,18/01/2026,Costume National Supergloss Eau de Parfum 50ml,153283,6,"€ 59,25",Profumerie Cirrottola,"€ 25,92",Fragranzia,"28,9",Profumeria Lady,"32,47",Casa del Profumo,"36,08"
18/01/2026,18/01/2026,Davidoff Cool Water Parfum 100ml,133187,5,"€ 49,90",Casa del Profumo,"€ 35,45",Flaconi,"41,28",Bontempo Profumi,"42,81",Parfumdreams,"45,87"
18/01/2026,18/01/2026,Davidoff Cool Water Parfum 50ml,133186,4,"€ 39,90",Flaconi,"€ 30,39",Notino,"32,7",Parfumdreams,"34,39",Sensation Profumerie,"39,9"
18/01/2026,18/01/2026,Diego dalla Palma All In One Blush Pearl 43 Rosa,143353,2,"€ 17,09",Profumerie Cirrottola,"€ 16,50",Sensation Profumerie,"17,09",Sabbioni,"17,75",eCharme,"17,85"
18/01/2026,18/01/2026,Diego dalla Palma All In One Bronzer & Contour Stick 53 Terracotta,143358,2,"€ 17,09",Profumerie Cirrottola,"€ 15,36",Sensation Profumerie,"17,09",Bontempo Profumi,"17,12",Sabbioni,"17,75"
18/01/2026,18/01/2026,Diego dalla Palma Matita labbra Temperabile 88 Terracotta,102923,6,"€ 16,42",Bontempo Profumi,"€ 14,09",Profumerie Cirrottola,"14,75",Antica farmacia Orlandi,"15,79",Farmacia Soccavo,"16,09"
18/01/2026,18/01/2026,Diego dalla Palma My Happy Toy Eyeliner 52 Nero,149974,5,"€ 18,02",Profumerie Cirrottola,"€ 17,47",Farmacia Soccavo,"17,68",Ideabellezza,"17,9",Agata profumerie,"17,9"
18/01/2026,18/01/2026,Diego dalla Palma Penna Sopracciglia Effetto Microblading 72 Tortora,138663,3,"€ 17,76",Bontempo Profumi,"€ 15,25",Profumerie Cirrottola,"15,95",Sensation Profumerie,"17,76",Sabbioni,"18,42"
18/01/2026,18/01/2026,Diego dalla Palma Stay On Me Rossetto Liquido a Lunga Tenuta 32 Nude neutro,145581,2,"€ 17,09",Profumerie Cirrottola,"€ 15,36",Sensation Profumerie,"17,09",Bontempo Profumi,"17,12",Sabbioni,"17,75"
18/01/2026,18/01/2026,Dior Diorshow Pump 'N' Volume Mascara 090 Nero,139306,3,"€ 32,70",Ideabellezza,"€ 29,90",Amoretti Profumi,"30,53",Sensation Profumerie,"32,7",Sabbioni,"32,7"
18/01/2026,18/01/2026,Dior Forever Glow Veil Primer Radioso 30ml,145213,2,"€ 38,93",Amoretti Profumi,"€ 36,34",Sensation Profumerie,"38,93",Pinalli,"51,92",-,-
18/01/2026,18/01/2026,Dior Forever Skin Perfect Fondotinta in Stick Multiuso 0N Neutral,157078,4,"€ 44,40",Amoretti Profumi,"€ 41,42",Profumerie Mallardo,"44,3",Sabbioni,"44,4",Sensation Profumerie,"44,4"
18/01/2026,18/01/2026,Dior Solar Il Gel Autoabbronzante 50ml,145219,2,"€ 38,93",Amoretti Profumi,"€ 36,34",Sensation Profumerie,"38,93",Sabbioni,"38,96",Pinalli,"51,92"
18/01/2026,18/01/2026,Ermanno Scervino Eau de Parfum 100ml,127836,2,"€ 91,00",Amazon,"€ 80,00",Sensation Profumerie,91,-,-,-,-
18/01/2026,18/01/2026,Ermanno Scervino Eau de Parfum 30ml,127834,4,"€ 42,70",Profumo Mania,"€ 14,01",Farmasave,"21,8",Amazon,"25,8",Sensation Profumerie,"42,7"
18/01/2026,18/01/2026,Estée Lauder Aliage Eau de Parfum 50ml,103696,4,"€ 83,08",Profumerie Mallardo,"€ 80,00",Parfumdreams,"81,75",Sabbioni,"82,84",Sensation Profumerie,"83,08"
18/01/2026,18/01/2026,Estée Lauder Double Wear Stay in Place Fondotinta 1N1 Ivory Nude,121815,4,"€ 38,53",Amazon,"€ 34,54",Profumerie Cirrottola,"36,19",Sabbioni,"38,41",Sensation Profumerie,"38,53"
18/01/2026,18/01/2026,Estée Lauder Double Wear Stay in Place Fondotinta 5W1 Bronzo,111390,4,"€ 38,53",eCharme,"€ 37,38",Profumerie Cirrottola,"38,38",Sabbioni,"38,41",Sensation Profumerie,"38,53"
18/01/2026,18/01/2026,Estée Lauder Double Wear Stay in Place Fondotinta 6N1 Mocha,121818,5,"€ 38,53",eCharme,"€ 37,38",Bontempo Profumi,"37,88",Profumerie Cirrottola,"38,38",Sabbioni,"38,41"
18/01/2026,18/01/2026,Giorgio Armani Armani Code Parfum Ricarica 150ml,138944,16,"€ 126,00",Flaconi,"€ 85,48",Parfumdreams,"85,79",Parfumdreams,"94,98",Bontempo Profumi,"104,15"
18/01/2026,18/01/2026,Giorgio Armani Eye Tint Ombretto Liquido 10 Senso,124353,3,"€ 27,23",Notino,"€ 23,92",Flaconi,"24,88",Sensation Profumerie,"27,23",Amoretti Profumi,"27,24"
18/01/2026,18/01/2026,Giorgio Armani Eye Tint Ombretto Liquido 12 Gold Ashes,124355,4,"€ 27,23",Flaconi,"€ 24,50",eCharme,"26,56",Parfumdreams,"27,22",Sensation Profumerie,"27,23"
18/01/2026,18/01/2026,Giorgio Armani Eye Tint Ombretto Liquido 18 Liquid Nude,145064,4,"€ 27,23",Flaconi,"€ 24,50",eCharme,"26,56",Parfumdreams,"27,22",Sensation Profumerie,"27,23"
18/01/2026,18/01/2026,Giorgio Armani Eye Tint Ombretto Liquido 27 Sunset,150042,4,"€ 27,23",Notino,"€ 23,92",Flaconi,"24,88",eCharme,"26,56",Sensation Profumerie,"27,23"
18/01/2026,18/01/2026,Giorgio Armani Eye Tint Ombretto Liquido 9S Sand,150041,2,"€ 27,23",Flaconi,"€ 24,88",Sensation Profumerie,"27,23",Amoretti Profumi,"27,24",Parfumdreams,"27,65"
18/01/2026,18/01/2026,Giorgio Armani My Way Nectar Eau de Parfum 50ml,151561,7,"€ 92,33",Profumerie Cirrottola,"€ 75,62",Parfumdreams,"78,08",Bontempo Profumi,"79,6",Profumeria Dragone,"80,37"
18/01/2026,18/01/2026,Giorgio Armani Sì Passione Intense Eau de Parfum 30ml,128458,13,"€ 66,50",Flaconi,"€ 50,76",Amoretti Profumi,"52,23",Bontempo Profumi,"52,7",Cose Belle Shop,"56,98"
18/01/2026,18/01/2026,Givenchy Amarige Eau de Toilette 100ml,169395,10,"€ 94,15",Casa del Profumo,"€ 51,95",Redcare,"70,97",ProfumeriaWeb,"75,82",Profumo Mania,"84,51"
18/01/2026,18/01/2026,Givenchy Gentleman Society Eau de Parfum 100ml,145136,22,"€ 95,55",Casa del Profumo,"€ 69,95",Farmacia Soccavo,"79,04",Profumerie Mallardo,81,eCharme,"82,31"
18/01/2026,18/01/2026,Givenchy Gentleman Society Eau de Parfum 60ml,145135,18,"€ 71,33",My Beauty Self,"€ 55,84",Farmacia Soccavo,"59,46",Profumerie Mallardo,60,eCharme,61
18/01/2026,18/01/2026,Givenchy Le Rose Perfecto Balsamo Labbra Liquido 37 Rouge Grainé,138003,3,"€ 29,05",Parfumdreams,"€ 28,13",Bontempo Profumi,"28,92",Sensation Profumerie,"29,05",Ditano,"29,92"
18/01/2026,18/01/2026,Gucci Flora Gorgeous Gardenia Intense Eau de Parfum 100ml,164160,4,"€ 114,40",Flaconi,"€ 89,99",Profumerie Cirrottola,"106,29",Bontempo Profumi,"114,21",Rizzi Profumerie,"114,4"
18/01/2026,18/01/2026,Gucci Flora Gorgeous Jasmine Eau de Parfum 30ml,140624,15,"€ 55,25",Casa del Profumo,"€ 42,45",Flaconi,"45,72",Jasmine Parfums,"47,9",Notino,"49,9"
18/01/2026,18/01/2026,Gucci Flora Gorgeous Magnolia Eau de Parfum 30ml,148393,11,"€ 55,25",Flaconi,"€ 42,83",Notino,"47,7",Parfumdreams,49,Profumerie Mallardo,51
18/01/2026,18/01/2026,Gucci Guilty Eau de Parfum 50ml,159048,17,"€ 78,00",Flaconi,"€ 52,38",Notino,"58,2",Casa del Profumo,"59,95",Parfumdreams,"60,09"
18/01/2026,18/01/2026,Gucci Guilty Eau de Parfum Intense Pour Femme 30ml,137493,8,"€ 57,20",Profumerie Mallardo,"€ 52,50",Profumerie Cirrottola,"53,16",Profumeria Lauda,"56,76",Bontempo Profumi,"57,11"
18/01/2026,18/01/2026,Guerlain Abeille Royale Repair Daily Siero 50ml,101422,5,"€ 140,42",Casa del Profumo,"€ 99,95",Profumerie Cirrottola,"126,14",Profumerie Mallardo,130,Ditano,"139,92"
18/01/2026,18/01/2026,Guerlain Aqua Allegoria Herba Fresca Eau de Toilette 125ml,138058,3,"€ 104,79",Parfumdreams,"€ 97,00",Bontempo Profumi,100,Sensation Profumerie,"104,79",Notino,"117,2"
18/01/2026,18/01/2026,Guerlain Aqua Allegoria Rosa Rossa Forte Eau de Parfum 125ml,140554,7,"€ 120,12",Casa del Profumo,"€ 92,95",Profumerie Mallardo,"111,5",Sabbioni,"111,58",Ideabellezza,112
18/01/2026,18/01/2026,Guerlain Orchidée Impériale La Crème Yeux Concentré Moléculaire 20ml,140596,6,"€ 213,08",Profumerie Cirrottola,"€ 191,41",Profumerie Mallardo,"197,5",Sabbioni,"203,32",Bontempo Profumi,"211,22"
18/01/2026,18/01/2026,Hugo Boss Boss Bottled Absolu Parfum Intense 50ml,155743,5,"€ 69,62",Flaconi,"€ 56,68",Parfumdreams,"59,49",Profumerie Mallardo,"64,5",Bontempo Profumi,"66,2"
18/01/2026,18/01/2026,Hugo Boss Boss Bottled Eau de Parfum 100ml,131319,8,"€ 77,88",Casa del Profumo,"€ 55,95",Notino,"58,64",Jasmine Parfums,"64,9",Profumerie Cirrottola,"66,61"
18/01/2026,18/01/2026,Hugo Boss Boss Bottled Eau de Parfum 50ml,131318,9,"€ 59,00",Casa del Profumo,"€ 41,95",Jasmine Parfums,"42,9",Notino,"45,12",Flaconi,"46,79"
18/01/2026,18/01/2026,Hugo Boss Boss The Scent Eau de Toilette 200ml,159403,5,"€ 107,38",Flaconi,"€ 71,54",Notino,"78,88",Parfumdreams,"88,48",Marisa Profumerie,89
18/01/2026,18/01/2026,Hugo Boss Boss The Scent Eau de Toilette 50ml,159401,6,"€ 59,59",Flaconi,"€ 42,83",Notino,"45,28",Parfumdreams,"47,88",Profumerie Cirrottola,"51,3"
18/01/2026,18/01/2026,Hugo Boss Boss The Scent Deodorante Spray 150ml,105127,7,"€ 21,24",ProfumeriaWeb,"€ 12,20",Notino,"12,48",Flaconi,"15,81",Bontempo Profumi,"16,5"
18/01/2026,18/01/2026,Hugo Boss Hugo Man Eau de Toilette 125ml,132754,4,"€ 44,90",Casa del Profumo,"€ 35,45",Fragranzia,42,Profumo Mania,"42,3",Sensation Profumerie,"44,9"
18/01/2026,18/01/2026,Hugo Boss Hugo Man Eau de Toilette 75ml,132753,2,"€ 34,90",Casa del Profumo,"€ 26,45",Sensation Profumerie,"34,9",Flaconi,"35,37",Notino,"35,44"
18/01/2026,18/01/2026,Iceberg Twice pour Homme 125ml,154458,7,"€ 19,90",Notino,"€ 11,90",Marisa Profumerie,15,Profumo Mania,"18,8",Profumo Mania,"18,8"
18/01/2026,18/01/2026,Jean Paul Gaultier Classique Eau de Toilette 50ml,116294,3,"€ 61,17",Celine Fragrance,"€ 59,00",Profumerie Mallardo,61,Sensation Profumerie,"61,17",Profumerie Cirrottola,"61,78"
18/01/2026,18/01/2026,Jimmy Choo For Woman Eau de Parfum 60ml,112816,13,"€ 62,30",Casa del Profumo,"€ 38,45",Notino,"41,3",Bontempo Profumi,"44,49",Profumerie Cirrottola,"45,65"
18/01/2026,18/01/2026,Kérastase Bain Après-Soleil Shampoo 250ml,157289,3,"€ 20,63",Flaconi,"€ 20,60",Klem ,"20,6",Sensation Profumerie,"20,63",Parfumdreams,"22,9"
18/01/2026,18/01/2026,Lancôme Absolue Creme Riche,121356,9,"€ 244,48",Parfumdreams,"€ 183,45",Bontempo Profumi,200,Sensation Profumerie,"200,93",eCharme,"209,91"
18/01/2026,18/01/2026,Lancôme Hypnôse Palette Occhi 18 Nude Sculptural,137921,7,"€ 46,83",Flaconi,"€ 40,86",Profumerie Mallardo,"41,5",Profumerie Cirrottola,"44,63",Parfumdreams,"45,4"
18/01/2026,18/01/2026,Lancôme L'absolu Rouge Cream Rossetto 264 Peut-être,136763,5,"€ 30,15",Flaconi,"€ 26,28",Profumerie Cirrottola,"28,71",Parfumdreams,"29,2",Bontempo Profumi,"29,69"
18/01/2026,18/01/2026,Lancôme La Nuit Trésor Eau de Parfum 50ml,106936,5,"€ 77,94",Flaconi,"€ 57,74",Notino,"64,96",Profumo Mania,"67,68",Profumerie Cirrottola,"75,94"
18/01/2026,18/01/2026,Lancôme Lash Idole Mascara 02 Brown,159171,4,"€ 26,06",Flaconi,"€ 22,49",Profumerie Cirrottola,"24,65",Bontempo Profumi,"25,86",Sensation Profumerie,"26,06"
18/01/2026,18/01/2026,Lancôme Rénergie Multi-Lift Crema 75ml,107701,1,"€ 109,00",Sensation Profumerie,"€ 109,00",Marisa Profumerie,119,Amazon,"121,3",Profumeria Pepe,"122,4"
18/01/2026,18/01/2026,Lancôme Teint Idole Ultra Wear Fondotinta Liquido 245C,144996,10,"€ 38,86",Flaconi,"€ 32,13",Notino,"36,24",Profumerie Cirrottola,"36,72",Parfumdreams,"37,14"
18/01/2026,18/01/2026,Lancôme Teint Miracle Fondotinta 01 Beige Albatre,117078,11,"€ 38,86",Flaconi,"€ 33,68",Profumerie Cirrottola,"34,9",Parfumdreams,"37,42",Notino,"37,6"
18/01/2026,18/01/2026,Michael Kors Pour Femme Eau de Parfum 100ml,153566,16,"€ 97,50",Casa del Profumo,"€ 60,95",Notino,"73,7",Profumerie Sergnese,"80,93",Parfumdreams,"82,96"
18/01/2026,18/01/2026,Montblanc Signature Eau de Parfum 30ml,154310,3,"€ 26,40",Casa del Profumo,"€ 16,95",Casa del Profumo,"23,95",Sensation Profumerie,"26,4",ProfumeriaWeb,"26,96"
18/01/2026,18/01/2026,Moschino So Real Cheap & Chic Eau de Toilette 50ml,116448,7,"€ 55,30",Casa del Profumo,"€ 24,95",Monook,"38,1",Profumo Mania,"39,9",Profumerie Cirrottola,"45,76"
18/01/2026,18/01/2026,Nabeel Asateer Eau de Parfum 100ml,151447,6,"€ 58,65",Fragranzia,"€ 44,90",Amazon,"44,99",Farmacie del Sorriso,"46,9",Profumerie Mallardo,54
18/01/2026,18/01/2026,Nabeel Desert Leather Eau de Parfum 100ml,151441,2,"€ 29,75",Amazon,"€ 29,70",Sensation Profumerie,"29,75",Eterea Profumeria,35,Cose Belle Shop,35
18/01/2026,18/01/2026,Nabeel Irth Gold Eau de Parfum 100ml,160938,3,"€ 58,65",Fragranzia,"€ 45,90",Amazon,"54,9",Sensation Profumerie,"58,65",Eterea Profumeria,69
18/01/2026,18/01/2026,Nabeel Mastermind Rouge Eau de Parfum 100ml,160937,2,"€ 34,00",Farmacie del Sorriso,"€ 33,90",Sensation Profumerie,34,Amazon,"34,86",eCharme,40
18/01/2026,18/01/2026,Nabeel Nader Juri Eau de Parfum 100ml,155512,7,"€ 58,65",Amazon,"€ 35,99",Fragranzia,"47,9",eCharme,"48,3",Celine Fragrance,49
18/01/2026,18/01/2026,Nabeel Tagarid Eau de Parfum 100ml,151445,2,"€ 34,00",Amazon,"€ 29,90",Sensation Profumerie,34,Cose Belle Shop,40,Eterea Profumeria,40
18/01/2026,18/01/2026,Narciso Rodriguez For Her Eau de Parfum Intense 30ml,158897,7,"€ 60,52",Flaconi,"€ 45,89",Parfumdreams,"53,12",Profumerie Mallardo,"53,5",Bontempo Profumi,"57,18"
18/01/2026,18/01/2026,Narciso Rodriguez Narciso Radiante Eau de Parfum 90ml,159702,10,"€ 102,68",Flaconi,"€ 71,09",Parfimo,"76,2",Casa del Profumo,"82,95",Notino,"88,3"
18/01/2026,18/01/2026,Olaplex Bond Maintenance Conditioner N.5 100ml,154402,13,"€ 12,80",Ditano,"€ 9,71",Profumo Mania,"10,34",Farmaweb,"10,81",Farmacia Reale,"10,81"
18/01/2026,18/01/2026,Olaplex Bond Maintenance Shampoo N.4 100ml,154401,11,"€ 12,80",Farmair,"€ 9,20",Ditano,"9,66",Parfumdreams,"9,66",Profumo Mania,"10,34"
18/01/2026,18/01/2026,Rabanne Lady Million Royal Eau de Parfum 30ml,144677,6,"€ 48,45",Profumerie Mallardo,"€ 43,00",Casa del Profumo,"43,95",Parfumdreams,"45,56",Sabbioni,"46,17"
18/01/2026,18/01/2026,Rabanne Olympéa Lozione per il Corpo 200ml,104476,5,"€ 27,23",Sabbioni,"€ 23,34",Notino,"26,8",Flaconi,27,Ditano,"27,21"
18/01/2026,18/01/2026,Police To Be #FREETODARE For Woman Eau de Parfum 40ml,146430,1,"€ 16,90",Sensation Profumerie,"€ 16,90",Ditano,"19,95",Amazon,"20,77",-,-
18/01/2026,18/01/2026,Prada La Femme Eau de Parfum 100ml,108931,6,"€ 109,79",Jasmine Parfums,"€ 82,90",Flaconi,"96,29",Bontempo Profumi,"97,18",Fragranzia,102
