Data_dt,Data,Product,Sku,Sensation_Posizione,Sensation_Prezzo,Comp_rank_1,Comp_1_Prezzo,Comp_rank_2,Comp_3_prezzo,Comp_rank_4,Comp_4_prezzo,Comp_rank_5,Comp_5_prezzo
14/01/2026,14/01/2025,Aquolina Pink Sugar Eau de Toilette 100ml,148633,17,"€ 22,90",Farmasave,"€ 14,95",Ditano,"15,9",Profumo Mania,"16,9",Jasmine Parfums,"16,99"
14/01/2026,14/01/2026,Biopoint Body Care Crema Corpo Idratazione Sublime 500ml,104297,3,"€ 10,90",Farmacia Igea,"€ 10,31",Profumerie Cirrottola,"10,32",Sensation Profumerie,"10,9",Pharmasi,"12,32"
14/01/2026,14/01/2026,Bulgari Splendida Patchouli Tentation Eau de Parfum 50ml,131702,5,"€ 94,25",Brasty,"€ 61,82",Amazon,"69,49",Redcare,"71,23",Profumo Mania,84
14/01/2026,14/01/2026,Burberry Goddess Parfum For Her Ricarica 150ml,164175,5,"€ 117,00",Profumerie Cirrottola,"€ 103,26",Ideabellezza,106,PepinoShop,108,Flaconi,"113,14"
14/01/2026,14/01/2026,Chanel Coco Mademoiselle Hair Mist 35ml,145088,2,"€ 59,50",Profumerie Mallardo,"€ 54,00",Sensation Profumerie,"59,5",Sabbioni,"59,51",-,-
14/01/2026,14/01/2026,Chanel Coco Mademoiselle L'Eau Privée 50ml,130580,2,"€ 82,95",Profumerie Mallardo,"€ 81,50",Sensation Profumerie,"82,95",Sabbioni,"89,27",Profumo Mania,96
14/01/2026,14/01/2026,Chanel N°5 l'Eau - Eau de Toilette 50ml,110387,3,"€ 96,38",Profumo Mania,"€ 87,30",Profumerie Mallardo,"94,5",Sensation Profumerie,"96,38",Sabbioni,"103,74"
14/01/2026,14/01/2026,Chanel Ultra Le Teint Fluide Fondotinta Fluido B20,134645,2,"€ 49,80",Profumerie Mallardo,"€ 46,50",Sensation Profumerie,"49,8",Sabbioni,"51,01",Marionnaud,"68,9"
14/01/2026,14/01/2026,Chloé Nomade Eau de Parfum 75ml,159039,16,"€ 90,72",Casa del Profumo,"€ 63,95",Flaconi,"66,2",Notino,"66,2",Jasmine Parfums,"68,9"
14/01/2026,14/01/2026,Clarins Body Fit Active Crema 200ml,154240,1,"€ 40,87",Rizzi Profumerie,"€ 40,87",Sensation Profumerie,"40,87",Profumerie Mallardo,"41,5",Bontempo Profumi,"42,35"
14/01/2026,14/01/2026,Clarins Crema Giovinezza Mani 100ml,136057,1,"€ 18,76",Rizzi Profumerie,"€ 18,76",Sensation Profumerie,"18,76",Profumeria Ideale,"19,43",Profumeria Ideale,"19,45"
14/01/2026,14/01/2026,Clarins Embellisseur Lèvres Lucidalabbra Intense 01 Rose Shimmer,135601,2,"€ 18,76",Ideabellezza,"€ 17,30",Sensation Profumerie,"18,76",Profumeria Ideale,"19,43",Sabbioni,"20,44"
14/01/2026,14/01/2026,Clarins SOS Primer Corregge le Imperfezioni Effetto Mat,149320,2,"€ 28,14",Notino,"€ 26,50",Rizzi Profumerie,"28,14",Sensation Profumerie,"28,14",eCharme,"29,4"
14/01/2026,14/01/2026,Clinique Even Better Clinical Vitamin Makeup SPF50 Fondotinta Light Warm 1,158854,2,"€ 38,42",Profumerie Cirrottola,"€ 37,73",Sensation Profumerie,"38,42",PepinoShop,"38,5",Bontempo Profumi,"39,03"
14/01/2026,14/01/2026,Clinique High Impact High-Fi Full Volume Mascara Brown,150540,3,"€ 25,50",Profumerie Cirrottola,"€ 24,67",Ideabellezza,25,Sensation Profumerie,"25,5",PepinoShop,"25,9"
14/01/2026,14/01/2026,Collistar Base Illuminante 30ml,149706,4,"€ 18,60",Profumeria Lady,"€ 15,50",Profumerie Cirrottola,"15,95",Bontempo Profumi,"18,53",Sabbioni,"18,6"
14/01/2026,14/01/2026,Collistar Futura Crema Rivitalizzante Illuminante 50ml,158544,7,"€ 48,00",Profumerie Mallardo,"€ 43,00",Bontempo Profumi,"43,81",Notino,"45,7",eCharme,"46,15"
14/01/2026,14/01/2026,Collistar Rossetto Puro Refill 110 Bacio,137298,4,"€ 15,00",Notino,"€ 13,20",Bontempo Profumi,"14,07",Profumerie Cirrottola,"14,19",Sensation Profumerie,15
14/01/2026,14/01/2026,Collistar Rossetto Puro Refill 28 Rosa Pesca,137285,1,"€ 15,00",Sensation Profumerie,"€ 15,00",Bontempo Profumi,"15,12",-,-,-,-
14/01/2026,14/01/2026,Collistar Spray Abbronzante Idratante SPF20 200ml,131894,16,"€ 22,80",eCharme,"€ 19,00",eCharme,19,Parafarmacia Bosciaclub,19,Parafarmacia Bosciaclub,19
14/01/2026,14/01/2026,Collistar Spray Abbronzante Idratante SPF30,131895,10,"€ 22,80",Parafarmacia Mostacciano,"€ 17,70",Casa del Profumo,"17,75",eCharme,19,Parafarmacia Bosciaclub,19
14/01/2026,14/01/2026,Diego dalla Palma Cheraplex Maschera Ricostruisce e Ripara 200ml,119390,4,"€ 19,53",Profumerie Cirrottola,"€ 17,82",PepinoShop,"18,69",Dr. Max,"19,44",Sensation Profumerie,"19,53"
14/01/2026,14/01/2026,Dior Diorshow Iconic Overcurl Mascara 091 Black,133292,3,"€ 32,70",Ideabellezza,"€ 31,90",Sabbioni,"32,7",Sensation Profumerie,"32,7",Amoretti Profumi,"34,89"
14/01/2026,14/01/2026,Dior J'adore Eau de Parfum 30ml,160239,2,"€ 59,57",Profumerie Mallardo,"€ 59,40",Sensation Profumerie,"59,57",Sabbioni,"63,82",Amoretti Profumi,"68,1"
14/01/2026,14/01/2026,Dior Miss Dior Eau de Parfum Hair Mist 30ml,162033,2,"€ 53,25",Profumerie Mallardo,"€ 52,80",Sensation Profumerie,"53,25",Sabbioni,"54,45",Amoretti Profumi,"56,48"
14/01/2026,14/01/2026,Dior Poison Girl Eau de Toilette 100ml,112046,3,"€ 104,65",Casa del Profumo,"€ 102,95",Profumerie Mallardo,"103,16",Sensation Profumerie,"104,65",Ditano,"116,62"
14/01/2026,14/01/2026,Disney Cofanetto Stitch Profumo + Trucchi + Specchio,158095,2,"€ 12,90",ProfumeriaWeb,"€ 10,45",Sensation Profumerie,"12,9",Amazon,"12,96",Notino,"13,3"
14/01/2026,14/01/2026,Dolce & Gabbana Devotion Eau de Parfum 100ml,149443,12,"€ 104,00",Jasmine Parfums,"€ 77,50",Fragranzia,79,Casa del Profumo,"80,95",Redcare,"84,79"
14/01/2026,14/01/2026,Dolce & Gabbana Devotion Eau de Parfum Intense 30ml,156112,6,"€ 59,80",Profumerie Cirrottola,"€ 54,99",Profumerie Mallardo,55,Ideabellezza,56,Sabbioni,"58,88"
14/01/2026,14/01/2026,Dolce & Gabbana Devotion Eau de Parfum Ricarica 150ml,154079,4,"€ 104,00",Profumerie Mallardo,"€ 96,00",Ideabellezza,"99,9",Sabbioni,"102,4",Sensation Profumerie,104
14/01/2026,14/01/2026,Dolce & Gabbana K Eau de Toilette 200ml,146043,6,"€ 117,65",Profumeria Ideale,"€ 88,71",Profumerie Cirrottola,"104,9",Notino,"111,6",Bontempo Profumi,"112,03"
14/01/2026,14/01/2026,Dolce & Gabbana Q Eau de Parfum Intense 100ml,151493,11,"€ 110,50",Casa del Profumo,"€ 77,95",Redcare,"86,9",Fragranzia,"87,9",Celine Fragrance,89
14/01/2026,14/01/2026,Dolce & Gabbana The Only One Intense Eau de Parfum 100ml,146508,9,"€ 113,75",Casa del Profumo,"€ 77,95",Fragranzia,99,Parfimo,"100,27",Profumerie Mallardo,105
14/01/2026,14/01/2026,Dolce & Gabbana The Only One Intense Eau de Parfum 30ml,146465,4,"€ 59,80",Profumerie Mallardo,"€ 55,00",Ideabellezza,"56,5",Notino,"56,88",Sensation Profumerie,"59,8"
14/01/2026,14/01/2026,Dolce & Gabbana The One Eau de Parfum 30ml,146460,11,"€ 54,60",ProfumeriaWeb,"€ 44,55",Profumerie Cirrottola,"49,49",Ideabellezza,"49,9",Profumerie Mallardo,50
14/01/2026,14/01/2026,Emporio Armani Stronger With You Eau de Toilette 100ml,113986,11,"€ 81,83",Brasty,"€ 63,74",Casa del Profumo,"64,95",Notino,"65,52",Flaconi,"70,13"
14/01/2026,14/01/2026,Pupa Kit Vamp! Mascara & Matita Mini Multiplay,163053,1,"€ 12,90",Sensation Profumerie,"€ 12,90",Profumo Mania,"16,5",Profumeria Ideale,"17,82",PepinoShop,24
14/01/2026,14/01/2026,Estée Lauder Double Wear Stay in Place Correttore 3C Medium,160167,3,"€ 26,80",Notino,"€ 24,10",Sabbioni,"26,71",Sensation Profumerie,"26,8",PepinoShop,"27,65"
14/01/2026,14/01/2026,Estée Lauder Resilience Multi-Effect Tri-Peptide Pelle Mista SPF 15 50ml,124421,3,"€ 115,24",Profumerie Mallardo,"€ 110,99",Sabbioni,"114,92",Sensation Profumerie,"115,24",PepinoShop,119
14/01/2026,14/01/2026,Giorgio Armani My Way Floral Eau de Parfum 30ml,137904,4,"€ 59,36",Cose Belle Shop,"€ 50,90",Profumerie Cirrottola,"52,2",Bontempo Profumi,"52,36",Sensation Profumerie,"59,36"
14/01/2026,14/01/2026,Giorgio Armani Sì Passione Eau de Parfum 100ml,154093,11,"€ 99,33",My Beauty Self,"€ 83,20",Profumerie Cirrottola,"84,7",Flaconi,"86,94",Brasty,"88,23"
14/01/2026,14/01/2026,Giorgio Armani Sì Passione Intense Eau de Parfum 30ml,154089,13,"€ 66,50",Amoretti Profumi,"€ 52,23",Bontempo Profumi,"52,7",Cose Belle Shop,"56,98",Profumerie Cirrottola,"57,49"
14/01/2026,14/01/2026,Givenchy L'Interdit Absolu Eau de Parfum 50ml,156904,10,"€ 90,02",Casa del Profumo,"€ 71,95",Profumerie Mallardo,76,PepinoShop,"83,59",Ditano,"84,88"
14/01/2026,14/01/2026,Givenchy Pi Greco Eau de Toilette 100ml,126548,14,"€ 79,66",Casa del Profumo,"€ 47,45",ProfumeriaWeb,"58,61",Profumeria Ideale,"59,46",Profumerie Mallardo,67
14/01/2026,14/01/2026,Gucci Bamboo Eau de Parfum 75ml,105188,8,"€ 91,00",Notino,"€ 65,20",Casa del Profumo,"65,95",Flaconi,"67,22",Profumerie Cirrottola,"80,33"
14/01/2026,14/01/2026,Guerlain Abeille Royale Intense Repair Youth Oil-In-Balm Olio 80ml,136838,4,"€ 162,75",Profumerie Cirrottola,"€ 146,23",Profumerie Mallardo,151,Sabbioni,"151,12",Sensation Profumerie,"162,75"
14/01/2026,14/01/2026,Guerlain Aqua Allegoria Bosca Vanilla Forte Eau de Parfum 75ml,149632,5,"€ 87,99",Profumerie Mallardo,"€ 81,50",Sabbioni,"81,74",Profumerie Cirrottola,"83,73",Bontempo Profumi,"84,43"
14/01/2026,14/01/2026,Guerlain Aqua Allegoria Flora Salvaggia Eau de Toilette 75ml,138053,5,"€ 76,86",Profumo Mania,"€ 68,50",Just Parfum,70,Profumeria Ideale,"70,94",Profumerie Mallardo,71
14/01/2026,14/01/2026,Guerlain Aqua Allegoria Herba Fresca Eau de Toilette 75ml,138057,5,"€ 76,86",Profumerie Mallardo,"€ 71,00",Brasty,"71,12",Bontempo Profumi,"73,2",Notino,"73,7"
14/01/2026,14/01/2026,Guerlain Aqua Allegoria Latte Corpo Bergamotto 200ml,123779,5,"€ 48,16",Profumerie Mallardo,"€ 44,50",Sabbioni,"44,75",Profumerie Cirrottola,"45,83",eCharme,"46,8"
14/01/2026,14/01/2026,Guerlain Aqua Allegoria Nerolia Vetiver Forte 75ml,145462,7,"€ 87,99",Brasty,"€ 61,01",Casa del Profumo,"62,95",Bontempo Profumi,"78,55",Profumeria Ideale,"81,27"
14/01/2026,14/01/2026,Guerlain Aqua Allegoria Rosa Palissandro Forte Eau de Parfum 75ml,149634,7,"€ 87,99",Profumeria Ideale,"€ 81,27",Profumerie Mallardo,"81,5",Sabbioni,"81,74",Profumerie Cirrottola,"83,73"
14/01/2026,14/01/2026,Guerlain Aqua Allegoria Rosa Rossa Eau de Toilette 75ml,138067,6,"€ 76,86",Profumerie Mallardo,"€ 71,00",Sabbioni,"71,37",Profumerie Cirrottola,"73,08",Bontempo Profumi,"73,7"
14/01/2026,14/01/2026,Guerlain Aqua Allegoria Rosa Rossa Forte Eau de Parfum 75ml,140553,6,"€ 87,99",Casa del Profumo,"€ 61,95",Jasmine Parfums,"78,9",Profumerie Mallardo,"81,5",ProfumeriaWeb,"81,62"
14/01/2026,14/01/2026,Guerlain Florabloom Forte Eau de Parfum 125ml,152638,4,"€ 120,12",Profumerie Mallardo,"€ 111,50",Profumerie Cirrottola,"111,99",Bontempo Profumi,"115,25",Sensation Profumerie,"120,12"
14/01/2026,14/01/2026,Guerlain Habit Rouge Eau de Toilette 150ml,138837,5,"€ 102,69",Notino,"€ 75,40",Casa del Profumo,"84,95",Brasty,"88,65",Ditano,"102,68"
14/01/2026,14/01/2026,Guerlain Idylle Eau de Parfum 75ml,133698,11,"€ 103,39",Casa del Profumo,"€ 62,95",Notino,"71,4",Profumerie Cirrottola,"79,77",Profumerie Mallardo,"95,5"
14/01/2026,14/01/2026,Guerlain KissKiss Bee Glow Olio Labbra Colorato 309 Honey Glow,152663,3,"€ 30,73",Notino,"€ 28,70",Sabbioni,"29,85",Sensation Profumerie,"30,73",PepinoShop,"30,76"
14/01/2026,14/01/2026,Guerlain KissKiss Shine Bloom 119 Floral Nude,132680,1,"€ 32,13",Sensation Profumerie,"€ 32,13",Bontempo Profumi,"32,82",Ditano,"32,83",Profumeria Ideale,"35,81"
14/01/2026,14/01/2026,Guerlain KissKiss Shine Bloom 509 Wild Kiss,132688,6,"€ 32,83",Profumerie Cirrottola,"€ 29,20",Ideabellezza,32,Rizzi Profumerie,"32,2",PepinoShop,"32,2"
14/01/2026,14/01/2026,Guerlain Mad Eyes Intense Liner 02 Brun,129909,3,"€ 32,83",Profumerie Cirrottola,"€ 31,22",Sabbioni,"31,89",Sensation Profumerie,"32,83",PepinoShop,"32,85"
14/01/2026,14/01/2026,Guerlain Mon Guerlain Eau de Parfum 50ml,112269,10,"€ 84,49",Profumerie Cirrottola,"€ 75,92",Jasmine Parfums,"77,9",Profumerie Mallardo,78,Sabbioni,"78,49"
14/01/2026,14/01/2026,Guerlain Terracotta La Poudre Bronzante 04 Fonce Rose,138075,4,"€ 39,83",Sabbioni,"€ 38,69",Sabbioni,"38,69",Ditano,"39,81",Sensation Profumerie,"39,83"
14/01/2026,14/01/2026,Guerlain Terracotta Light 02 Moyen Rosé,138073,3,"€ 39,83",Sabbioni,"€ 38,69",Ditano,"39,81",Sensation Profumerie,"39,83",PepinoShop,"39,85"
14/01/2026,14/01/2026,Guerlain Terracotta Terra Abbronzante 01 Claire Dorè,138072,3,"€ 39,83",Sabbioni,"€ 38,69",Ditano,"39,81",Sensation Profumerie,"39,83",PepinoShop,"39,85"
14/01/2026,14/01/2026,Guerlain Terracotta Terra Abbronzante 03 Natural Brunettes,138074,3,"€ 39,83",Sabbioni,"€ 38,69",Ditano,"39,81",Sensation Profumerie,"39,83",PepinoShop,"39,85"
14/01/2026,14/01/2026,Jean Paul Gaultier Le Male Elixir Parfum 75ml,158704,13,"€ 77,74",eCharme,"€ 66,65",Profumerie Mallardo,"70,81",Notino,"71,6",Sensation Profumerie,"71,82"
14/01/2026,14/01/2026,Jean Paul Gaultier Scandal Intense Eau de Parfum 30ml,159842,1,"€ 53,99",Sensation Profumerie,"€ 53,99",Profumerie Cirrottola,"54,53",Profumerie Mallardo,55,Rizzi Profumerie,"55,9"
14/01/2026,14/01/2026,Kérastase Bain Therapiste Shampoo,157270,2,"€ 23,63",Klem ,"€ 22,70",Sensation Profumerie,"23,63",Flaconi,"23,99",Notino,"26,2"
14/01/2026,14/01/2026,Kérastase Chronologiste Thermique Regenerant Crema Pre-Asciugatura 150ml,157169,2,"€ 37,50",Klem ,"€ 36,00",Sensation Profumerie,"37,5",Flaconi,"38,11",Ditano,"38,56"
14/01/2026,14/01/2026,Kérastase Discipline Bain Oleo-Relax Shampoo 250ml,157192,2,"€ 23,63",Klem ,"€ 22,70",Sensation Profumerie,"23,63",Ditano,"23,79",Casa del Profumo,"24,95"
14/01/2026,14/01/2026,Kérastase Discipline Maskeratine 200ml,157197,1,"€ 41,18",Sensation Profumerie,"€ 41,18",Flaconi,"41,81",Sabbioni,"43,92",Capelli monelli,44
14/01/2026,14/01/2026,Kérastase Discipline Oleo Relax Maschera 200ml,157199,2,"€ 41,18",Klem ,"€ 39,50",Sensation Profumerie,"41,18",Capelli monelli,44,Profumeria Ideale,"56,3"
14/01/2026,14/01/2026,Lattafa Fakhar Lattafa Man Eau de Parfum 100ml,168050,4,"€ 25,90",Notino,"€ 23,76",Brasty,25,Profumeria Mancino,25,Sensation Profumerie,"25,9"
14/01/2026,14/01/2026,Lattafa Hayaati Al Maleky Eau de Parfum 100ml,168051,2,"€ 17,90",Profumeria Mancino,"€ 17,50",Sensation Profumerie,"17,9",Casa del Profumo,"18,25",Amazon,21
14/01/2026,14/01/2026,Lattafa Hayaati Florence Eau de Parfum 100ml,168063,2,"€ 17,90",Notino,"€ 16,24",Sensation Profumerie,"17,9",Super Pharm,"17,99",Casa del Profumo,"18,25"
14/01/2026,14/01/2026,Lattafa His Confession Eau de Parfum 100ml,168053,5,"€ 38,90",Super Pharm,"€ 35,99",Profumeria Mancino,"37,5",Amazon,"38,3",Amazon,"38,56"
14/01/2026,14/01/2026,L'Oréal Accord Parfait Nude 5-6 Medium-Tan,135974,1,"€ 16,13",Sensation Profumerie,"€ 16,13",Profumerie Cirrottola,"16,9",eCharme,"16,92",Bontempo Profumi,"19,24"
14/01/2026,14/01/2026,LPDO Gotique Island Eau de Parfum 100ml,143841,2,"€ 24,90",Fragranzia,"€ 22,90",Sabbioni,"24,9",Bontempo Profumi,"24,9",Ditano,"24,9"
14/01/2026,14/01/2026,LPDO Touché Eau de Parfum Intense 30ml,148101,5,"€ 14,00",Jasmine Parfums,"€ 12,80",Profumeria Mancino,"12,9",Sabbioni,"12,9",Ditano,"13,88"
14/01/2026,14/01/2026,Naj Oleari Lasting Veil Fondotinta 105 Biscotto Rosato,141101,4,"€ 24,64",Bontempo Profumi,"€ 21,52",Ditano,"22,4",Sabbioni,24,Sensation Profumerie,"24,64"
14/01/2026,14/01/2026,Rabanne 1 Million Eau de Toilette 50ml,143456,9,"€ 58,84",Jasmine Parfums,"€ 52,90",Ideabellezza,"53,9",Flaconi,"55,9",Notino,"55,9"
14/01/2026,14/01/2026,Rabanne 1 Million Parfum 50ml,128780,9,"€ 65,77",Profumerie Mallardo,"€ 58,50",Casa del Profumo,"58,95",Ideabellezza,"59,7",Notino,"62,5"
14/01/2026,14/01/2026,Prada L'Homme Eau de Toilette 50ml,108924,3,"€ 56,55",Profumerie Cirrottola,"€ 55,43",Bontempo Profumi,"55,54",Sensation Profumerie,"56,55",eCharme,"60,89"
14/01/2026,14/01/2026,Prada Luna Rossa Black Eau de Parfum 50ml,133674,2,"€ 64,87",Profumerie Mallardo,"€ 60,00",Sensation Profumerie,"64,87",Bontempo Profumi,"67,09",eCharme,"69,87"
14/01/2026,14/01/2026,Prada Luna Rossa Ocean Eau de Toilette 50ml,134242,4,"€ 58,44",My Beauty Self,"€ 55,25",Ideabellezza,"55,3",Bontempo Profumi,"57,4",Sensation Profumerie,"58,44"
14/01/2026,14/01/2026,Prada Paradigme Eau de Parfum 100ml,161628,3,"€ 95,49",Profumerie Mallardo,"€ 88,01",Casa del Profumo,"90,95",Sensation Profumerie,"95,49",Notino,"99,7"
14/01/2026,14/01/2026,Pupa Active Light Fondotinta 009 Light Porcelain,111710,6,"€ 16,84",Profumo Mania,"€ 15,50",Pharmasi,"15,8",Bontempo Profumi,"16,14",Sabbioni,"16,32"
14/01/2026,14/01/2026,Pupa Active Light Fondotinta 021 Warm Beige,111711,6,"€ 16,84",Bontempo Profumi,"€ 14,90",Profumo Mania,"15,5",Pharmasi,"15,8",Sabbioni,"16,32"
14/01/2026,14/01/2026,Pupa Made To Last Definition Eyes Matita 101 Stone Grey,106608,7,"€ 12,68",ProfumeriaWeb,"€ 11,85",Amazon,"11,85",Profumo Mania,"11,9",Bontempo Profumi,"12,2"
14/01/2026,14/01/2026,Pupa Made To Last Definition Eyes Matita 202 Dark Cocoa,106613,5,"€ 12,68",Profumo Mania,"€ 11,90",Bontempo Profumi,"12,2",Sabbioni,"12,28",Farmacia Soccavo,"12,4"
14/01/2026,14/01/2026,Pupa Made to Last Definition Lips 101 Natural Brown,106632,4,"€ 12,68",ProfumeriaWeb,"€ 11,85",Sabbioni,"12,28",Farmacia Soccavo,"12,4",Sensation Profumerie,"12,68"
14/01/2026,14/01/2026,Pupa Made to Last Definition Lips 104 Rosewood,121557,4,"€ 12,68",Bontempo Profumi,"€ 12,20",Sabbioni,"12,28",Farmacia Soccavo,"12,4",Sensation Profumerie,"12,68"
14/01/2026,14/01/2026,Pupa Made to Last Definition Lips 302 Chic Burgundy,106640,5,"€ 12,68",Econviene,"€ 9,75",ProfumeriaWeb,"11,85",Sabbioni,"12,28",Farmacia Soccavo,"12,4"
14/01/2026,14/01/2026,Pupa Made to Last Waterproof Eyeshadow 019 Anthracite,111337,3,"€ 12,68",Farmacia Soccavo,"€ 12,40",Sabbioni,"12,54",Sensation Profumerie,"12,68",Antica farmacia Orlandi,"12,89"
14/01/2026,14/01/2026,Pupa Made to Last Waterproof Eyeshadow 022 Rose Brown,111340,5,"€ 12,68",ProfumeriaWeb,"€ 11,85",Bontempo Profumi,"12,2",Farmacia Soccavo,"12,4",Sabbioni,"12,54"
14/01/2026,14/01/2026,Pupa Make My Day Plus Palette Viso Occhie e Labbra 003 Bright Rose,163098,2,"€ 24,90",Profumerie Cirrottola,"€ 24,44",Sensation Profumerie,"24,9",ProfumeriaWeb,"26,34",Sabbioni,"27,93"
14/01/2026,14/01/2026,Pupa Miss Pupa Gloss 201 Tender Apricot,106476,2,"€ 12,68",Bontempo Profumi,"€ 12,20",Sensation Profumerie,"12,68",Redcare,"13,24",Ditano,"13,38"
14/01/2026,14/01/2026,Pupa Miss Pupa Gloss 202 Frosted Apricot,106477,2,"€ 12,68",Bontempo Profumi,"€ 9,38",Sensation Profumerie,"12,68",Profumerie Cirrottola,"13,65",-,-
14/01/2026,14/01/2026,Pupa Miss Pupa Gloss 204 Timeless Coral,106479,2,"€ 12,68",Bontempo Profumi,"€ 10,54",Sensation Profumerie,"12,68",Profumerie Cirrottola,"13,65",-,-
14/01/2026,14/01/2026,Pupa Miss Pupa Gloss 300 Soft Kiss,106481,2,"€ 12,68",Bontempo Profumi,"€ 12,20",Sensation Profumerie,"12,68",Ditano,"13,38",Profumerie Cirrottola,"13,65"
14/01/2026,14/01/2026,Pupa Miss Pupa Gloss 302 Ingenious Pink,106483,1,"€ 12,68",Sensation Profumerie,"€ 12,68",Ditano,"13,38",Bontempo Profumi,"13,65",Profumerie Cirrottola,"13,65"
14/01/2026,14/01/2026,Pupa Miss Pupa Gloss 303 Extreme Fuchsia,106484,2,"€ 12,68",Bontempo Profumi,"€ 10,32",Sensation Profumerie,"12,68",Profumerie Cirrottola,"13,65",Marionnaud,"17,5"
14/01/2026,14/01/2026,Pupa Miss Pupa Gloss 305 Essential Red,106486,3,"€ 12,68",Econviene,"€ 9,75",Bontempo Profumi,"9,81",Sensation Profumerie,"12,68",Amazon,"12,9"
14/01/2026,14/01/2026,Pupa Miss Rossetto 110,113269,4,"€ 12,68",Bontempo Profumi,"€ 11,77",Sabbioni,"12,28",Farmacia Soccavo,"12,4",Sensation Profumerie,"12,68"
14/01/2026,14/01/2026,Pupa Miss Starlight Rossetto 700,128339,3,"€ 12,68",ProfumeriaWeb,"€ 11,85",Sabbioni,"12,28",Sensation Profumerie,"12,68",Antica farmacia Orlandi,"12,89"
14/01/2026,14/01/2026,Pupa Miss Starlight Rossetto 702,128341,5,"€ 12,68",Marionnaud,"€ 7,00",Profumo Mania,12,Sabbioni,"12,28",Farmacia Soccavo,"12,4"
14/01/2026,14/01/2026,Pupa Miss Starlight Rossetto 703,128342,6,"€ 12,68",Bontempo Profumi,"€ 11,11",ProfumeriaWeb,"11,85",Profumo Mania,12,Sabbioni,"12,28"
14/01/2026,14/01/2026,Pupa My Crush Rossetto Matte 014 Puppy Love,167886,3,"€ 15,54",ProfumeriaWeb,"€ 14,52",Sabbioni,"15,06",Sensation Profumerie,"15,54",eCharme,"15,54"
14/01/2026,14/01/2026,Pupa Palette L Food&Sun 008 Pink Avocado,157499,1,"€ 17,90",Sensation Profumerie,"€ 17,90",-,-,-,-,-,-
14/01/2026,14/01/2026,Pupa Palette L State of Mind 005 Blue,157498,1,"€ 17,90",Sensation Profumerie,"€ 17,90",Profumo Mania,19,Eterea Profumeria,"33,5",-,-
14/01/2026,14/01/2026,Pupa Palette M State of Mind 004 Orange,157492,1,"€ 12,90",Sensation Profumerie,"€ 12,90",Profumerie Cirrottola,"17,38",-,-,-,-
14/01/2026,14/01/2026,Pupa Palette M State of Mind 005 Yellow,157493,1,"€ 12,90",Sensation Profumerie,"€ 12,90",Profumo Mania,15,Eterea Profumeria,"26,5",-,-
14/01/2026,14/01/2026,Pupa Palette Pupart S 003 Burgundy,155169,1,"€ 13,90",Sensation Profumerie,"€ 13,90",Amazon,"17,99",PepinoShop,"18,8",Eterea Profumeria,"23,5"
14/01/2026,14/01/2026,Pupa Shine Bright Spray Illuminante 100ml,159538,2,"€ 12,94",Profumo Mania,"€ 10,00",Sensation Profumerie,"12,94",Profumerie Cirrottola,"13,93",-,-
14/01/2026,14/01/2026,Pupa True Lips Matita,111906,50,"€ 13,00",Econviene,"€ 9,00",Ideabellezza,"10,5",Amazon,"11,2",Ideabellezza,"11,8"
14/01/2026,14/01/2026,Pupa Vamp! Creamy Duo Matita Labbra 001 Fair Nude,144703,4,"€ 14,30",Ideabellezza,"€ 12,90",Bontempo Profumi,"13,77",Farmacia Soccavo,"13,99",Sensation Profumerie,"14,3"
14/01/2026,14/01/2026,Pupa Vamp! Creamy Duo Matita Labbra 003 Warm Nude,144705,3,"€ 14,30",Ideabellezza,"€ 12,90",Bontempo Profumi,"13,77",Sensation Profumerie,"14,3",Sabbioni,"14,43"
14/01/2026,14/01/2026,Pupa Vamp! Creamy Duo Matita Labbra 005 Deep Nude,144707,5,"€ 14,30",Ideabellezza,"€ 12,90",ProfumeriaWeb,"13,37",Bontempo Profumi,"13,77",Farmacia Soccavo,"13,99"
14/01/2026,14/01/2026,Pupa Vamp! Creamy Duo Matita Labbra 006 Deep Rose,144708,4,"€ 14,30",Ideabellezza,"€ 12,90",Bontempo Profumi,"13,77",Farmacia Soccavo,"13,99",Sensation Profumerie,"14,3"
14/01/2026,14/01/2026,Pupa Vamp! Creamy Duo Matita Labbra 007 Peach Nude,144709,4,"€ 14,30",Ideabellezza,"€ 12,90",Bontempo Profumi,"13,77",Farmacia Soccavo,"13,99",Sensation Profumerie,"14,3"
14/01/2026,14/01/2026,Pupa Vamp! Creamy Duo Matita Labbra 008 Vintage Rose,144710,4,"€ 14,30",Ideabellezza,"€ 12,90",Bontempo Profumi,"13,77",Farmacia Soccavo,"13,99",Sensation Profumerie,"14,3"
14/01/2026,14/01/2026,Pupa Vamp! Creamy Duo Matita Labbra 009 Flamingo Fuchsia,144711,2,"€ 14,30",Bontempo Profumi,"€ 13,77",Sensation Profumerie,"14,3",Sabbioni,"14,43",Profumerie Cirrottola,"15,4"
14/01/2026,14/01/2026,Pupa Vamp! Creamy Duo Matita Labbra 011 Orange Red,144713,4,"€ 14,30",Ideabellezza,"€ 12,90",Bontempo Profumi,"13,77",Farmacia Soccavo,"13,99",Sensation Profumerie,"14,3"
